Shape,Label,ShapeLoc,Condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,resp,rt,Exclude,StrangerShape,P1Shape,P2Shape,corr,Training,nCorr,trialinblock,BlankFrames,Block,Pair Number,Participant 1 Age,Participant 2 Age,Phase
P1,Stranger,Bottom,Mismatch,2,21,69,6,o,0.983746591,0,STAR,TRIANGLE,PENTAGON,1,0,68,70,78,2,1,23,21,1
P2,Stranger,Top,Mismatch,2,22,70,11,o,1.100119344,0,STAR,TRIANGLE,PENTAGON,1,0,69,71,78,2,1,23,21,1
Stranger,P1,Top,Mismatch,2,23,71,18,o,1.050224891,0,STAR,TRIANGLE,PENTAGON,1,0,70,72,78,2,1,23,21,1
Stranger,Stranger,Bottom,Match,3,0,72,20,w,0.6168313,0,STAR,TRIANGLE,PENTAGON,1,0,71,73,78,2,1,23,21,1
Stranger,P2,Bottom,Mismatch,3,1,73,23,o,0.783477108,0,STAR,TRIANGLE,PENTAGON,1,0,72,74,78,2,1,23,21,1
P2,Stranger,Bottom,Mismatch,3,2,74,15,o,0.850155961,0,STAR,TRIANGLE,PENTAGON,1,0,73,75,78,2,1,23,21,1
P2,Stranger,Top,Mismatch,3,3,75,11,o,0.966809409,0,STAR,TRIANGLE,PENTAGON,1,0,74,76,78,2,1,23,21,1
P1,P2,Bottom,Mismatch,3,4,76,7,None,None,1,STAR,TRIANGLE,PENTAGON,3,0,74,77,78,2,1,23,21,1
P1,P2,Top,Mismatch,3,5,77,3,o,0.833440255,0,STAR,TRIANGLE,PENTAGON,1,0,75,78,78,2,1,23,21,1
P2,P2,Top,Match,3,6,78,9,w,0.666810633,0,STAR,TRIANGLE,PENTAGON,1,0,76,79,78,2,1,23,21,1
P1,P1,Bottom,Match,3,7,79,5,w,0.433472943,0,STAR,TRIANGLE,PENTAGON,1,0,77,80,78,2,1,23,21,1
P2,P2,Top,Match,3,8,80,8,w,0.633478313,0,STAR,TRIANGLE,PENTAGON,1,0,78,81,78,2,1,23,21,1
P1,P1,Top,Match,3,9,81,1,w,0.550196269,0,STAR,TRIANGLE,PENTAGON,1,0,79,82,78,2,1,23,21,1
P2,Stranger,Bottom,Mismatch,3,10,82,15,o,0.95011818,0,STAR,TRIANGLE,PENTAGON,1,0,80,83,78,2,1,23,21,1
Stranger,Stranger,Bottom,Match,3,11,83,20,w,0.683469489,0,STAR,TRIANGLE,PENTAGON,1,0,81,84,78,2,1,23,21,1
Stranger,P1,Bottom,Mismatch,3,12,84,22,o,0.816805875,0,STAR,TRIANGLE,PENTAGON,1,0,82,85,78,2,1,23,21,1
P2,P1,Bottom,Mismatch,3,13,85,14,o,0.933450243,0,STAR,TRIANGLE,PENTAGON,1,0,83,86,78,2,1,23,21,1
P2,P2,Top,Match,3,14,86,8,w,0.716767068,0,STAR,TRIANGLE,PENTAGON,1,0,84,87,78,2,1,23,21,1
Stranger,P2,Bottom,Mismatch,3,15,87,23,o,0.966860336,0,STAR,TRIANGLE,PENTAGON,1,0,85,88,78,2,1,23,21,1
P2,P2,Bottom,Match,3,16,88,13,w,1.066824924,0,STAR,TRIANGLE,PENTAGON,1,0,86,89,78,2,1,23,21,1
P1,Stranger,Top,Mismatch,3,17,89,2,o,1.066827293,0,STAR,TRIANGLE,PENTAGON,1,0,87,90,78,2,1,23,21,1
P2,P2,Top,Match,3,18,90,9,w,0.600078089,0,STAR,TRIANGLE,PENTAGON,1,0,88,91,78,2,1,23,21,1
Stranger,Stranger,Top,Match,3,19,91,17,w,0.73354594,0,STAR,TRIANGLE,PENTAGON,1,0,89,92,78,2,1,23,21,1
Stranger,P1,Top,Mismatch,3,20,92,18,o,0.966793617,0,STAR,TRIANGLE,PENTAGON,1,0,90,93,78,2,1,23,21,1
P1,P2,Top,Mismatch,3,21,93,3,o,1.366822121,0,STAR,TRIANGLE,PENTAGON,1,0,91,94,78,2,1,23,21,1
Stranger,Stranger,Bottom,Match,3,22,94,21,w,0.700125582,0,STAR,TRIANGLE,PENTAGON,1,0,92,95,78,2,1,23,21,1
P1,P1,Bottom,Match,3,23,95,4,w,0.633468443,0,STAR,TRIANGLE,PENTAGON,1,0,93,96,78,2,1,23,21,1
Stranger,P2,Top,Mismatch,4,0,96,19,o,0.766828122,0,STAR,TRIANGLE,PENTAGON,1,0,94,97,78,2,1,23,21,1
P2,Stranger,Top,Mismatch,4,1,97,11,o,1.033500894,0,STAR,TRIANGLE,PENTAGON,1,0,95,98,78,2,1,23,21,1
Stranger,Stranger,Top,Match,4,2,98,17,w,0.75013255,0,STAR,TRIANGLE,PENTAGON,1,0,96,99,78,2,1,23,21,1
Stranger,Stranger,Top,Match,4,3,99,17,w,0.566799065,0,STAR,TRIANGLE,PENTAGON,1,0,97,100,78,2,1,23,21,1
Stranger,P2,Top,Mismatch,4,4,100,19,o,0.866826661,0,STAR,TRIANGLE,PENTAGON,1,0,98,101,78,2,1,23,21,1
P1,P1,Top,Match,4,5,101,1,w,0.566893814,0,STAR,TRIANGLE,PENTAGON,1,0,99,102,78,2,1,23,21,1
P1,P1,Bottom,Match,4,6,102,4,w,0.666820502,0,STAR,TRIANGLE,PENTAGON,1,0,100,103,78,2,1,23,21,1
P2,P2,Bottom,Match,4,7,103,13,w,0.766824569,0,STAR,TRIANGLE,PENTAGON,1,0,101,104,78,2,1,23,21,1
P1,P1,Top,Match,4,8,104,0,w,0.5835353,0,STAR,TRIANGLE,PENTAGON,1,0,102,105,78,2,1,23,21,1
Stranger,Stranger,Top,Match,4,9,105,16,w,0.933892405,0,STAR,TRIANGLE,PENTAGON,1,0,103,106,78,2,1,23,21,1
Stranger,P2,Bottom,Mismatch,4,10,106,23,o,0.883514337,0,STAR,TRIANGLE,PENTAGON,1,0,104,107,78,2,1,23,21,1
P1,Stranger,Bottom,Mismatch,4,11,107,6,o,0.900122661,0,STAR,TRIANGLE,PENTAGON,1,0,105,108,78,2,1,23,21,1
P1,P1,Top,Match,4,12,108,0,w,0.583502138,0,STAR,TRIANGLE,PENTAGON,1,0,106,109,78,2,1,23,21,1
P1,Stranger,Bottom,Mismatch,4,13,109,6,o,0.933475904,0,STAR,TRIANGLE,PENTAGON,1,0,107,110,78,2,1,23,21,1
Stranger,Stranger,Top,Match,4,14,110,17,w,0.750130181,0,STAR,TRIANGLE,PENTAGON,1,0,108,111,78,2,1,23,21,1
P1,P2,Top,Mismatch,4,15,111,3,o,0.983467081,0,STAR,TRIANGLE,PENTAGON,1,0,109,112,78,2,1,23,21,1
Stranger,Stranger,Top,Match,4,16,112,17,w,0.600129411,0,STAR,TRIANGLE,PENTAGON,1,0,110,113,78,2,1,23,21,1
P2,P2,Bottom,Match,4,17,113,13,w,0.683497519,0,STAR,TRIANGLE,PENTAGON,1,0,111,114,78,2,1,23,21,1
P2,P1,Top,Mismatch,4,18,114,10,o,1.133477326,0,STAR,TRIANGLE,PENTAGON,1,0,112,115,78,2,1,23,21,1
P1,P1,Bottom,Match,4,19,115,5,w,0.650161646,0,STAR,TRIANGLE,PENTAGON,1,0,113,116,78,2,1,23,21,1
P1,Stranger,Top,Mismatch,4,20,116,2,o,0.733885062,0,STAR,TRIANGLE,PENTAGON,1,0,114,117,78,2,1,23,21,1
P2,P1,Bottom,Mismatch,4,21,117,14,o,1.200038926,0,STAR,TRIANGLE,PENTAGON,1,0,115,118,78,2,1,23,21,1
P2,P1,Top,Mismatch,4,22,118,10,o,0.750120706,0,STAR,TRIANGLE,PENTAGON,1,0,116,119,78,2,1,23,21,1
P2,P2,Bottom,Match,4,23,119,12,o,0.716861817,0,STAR,TRIANGLE,PENTAGON,0,0,116,120,78,2,1,23,21,1
Stranger,P2,Top,Mismatch,0,0,0,19,o,0.850130694,0,TRIANGLE,PENTAGON,STAR,1,0,1,1,78,3,1,23,21,2
P2,Stranger,Top,Mismatch,0,1,1,11,o,0.916842709,0,TRIANGLE,PENTAGON,STAR,1,0,2,2,78,3,1,23,21,2
P1,P1,Bottom,Match,0,2,2,5,w,0.666867087,0,TRIANGLE,PENTAGON,STAR,1,0,3,3,78,3,1,23,21,2
Stranger,P1,Top,Mismatch,0,3,3,18,o,0.883509994,0,TRIANGLE,PENTAGON,STAR,1,0,4,4,78,3,1,23,21,2
Stranger,P2,Bottom,Mismatch,0,4,4,23,o,0.716838524,0,TRIANGLE,PENTAGON,STAR,1,0,5,5,78,3,1,23,21,2
P1,P1,Top,Match,0,5,5,0,w,0.733594104,0,TRIANGLE,PENTAGON,STAR,1,0,6,6,78,3,1,23,21,2
P2,P2,Top,Match,0,6,6,8,w,0.68350581,0,TRIANGLE,PENTAGON,STAR,1,0,7,7,78,3,1,23,21,2
P1,P1,Bottom,Match,0,7,7,5,w,0.650157303,0,TRIANGLE,PENTAGON,STAR,1,0,8,8,78,3,1,23,21,2
P1,P1,Bottom,Match,0,8,8,5,w,0.516815785,0,TRIANGLE,PENTAGON,STAR,1,0,9,9,78,3,1,23,21,2
Stranger,Stranger,Top,Match,0,9,9,16,o,0.866798631,0,TRIANGLE,PENTAGON,STAR,0,0,9,10,78,3,1,23,21,2
Stranger,Stranger,Bottom,Match,0,10,10,21,w,0.466812764,0,TRIANGLE,PENTAGON,STAR,1,0,10,11,78,3,1,23,21,2
P2,P2,Bottom,Match,0,11,11,13,w,0.583483188,0,TRIANGLE,PENTAGON,STAR,1,0,11,12,78,3,1,23,21,2
P1,P1,Bottom,Match,0,12,12,5,w,0.533474641,0,TRIANGLE,PENTAGON,STAR,1,0,12,13,78,3,1,23,21,2
P2,P2,Bottom,Match,0,13,13,12,w,0.783510665,0,TRIANGLE,PENTAGON,STAR,1,0,13,14,78,3,1,23,21,2
Stranger,P2,Top,Mismatch,0,14,14,19,o,0.850137801,0,TRIANGLE,PENTAGON,STAR,1,0,14,15,78,3,1,23,21,2
P2,P2,Bottom,Match,0,15,15,12,w,0.533468719,0,TRIANGLE,PENTAGON,STAR,1,0,15,16,78,3,1,23,21,2
Stranger,Stranger,Bottom,Match,0,16,16,21,w,0.750584187,0,TRIANGLE,PENTAGON,STAR,1,0,16,17,78,3,1,23,21,2
P2,P1,Top,Mismatch,0,17,17,10,w,0.850174121,0,TRIANGLE,PENTAGON,STAR,0,0,16,18,78,3,1,23,21,2
P2,P1,Bottom,Mismatch,0,18,18,14,o,0.766827332,0,TRIANGLE,PENTAGON,STAR,1,0,17,19,78,3,1,23,21,2
P2,Stranger,Bottom,Mismatch,0,19,19,15,o,0.933445111,0,TRIANGLE,PENTAGON,STAR,1,0,18,20,78,3,1,23,21,2
P1,P2,Top,Mismatch,0,20,20,3,o,0.867049321,0,TRIANGLE,PENTAGON,STAR,1,0,19,21,78,3,1,23,21,2
P2,P2,Top,Match,0,21,21,9,w,1.066847427,0,TRIANGLE,PENTAGON,STAR,1,0,20,22,78,3,1,23,21,2
P2,Stranger,Top,Mismatch,0,22,22,11,o,1.000123569,0,TRIANGLE,PENTAGON,STAR,1,0,21,23,78,3,1,23,21,2
P2,P2,Bottom,Match,0,23,23,13,w,0.767098156,0,TRIANGLE,PENTAGON,STAR,1,0,22,24,78,3,1,23,21,2
P2,P2,Top,Match,1,0,24,9,w,0.583455948,0,TRIANGLE,PENTAGON,STAR,1,0,23,25,78,3,1,23,21,2
P1,Stranger,Bottom,Mismatch,1,1,25,6,o,1.000134623,0,TRIANGLE,PENTAGON,STAR,1,0,24,26,78,3,1,23,21,2
Stranger,P1,Bottom,Mismatch,1,2,26,22,o,1.200101697,0,TRIANGLE,PENTAGON,STAR,1,0,25,27,78,3,1,23,21,2
Stranger,Stranger,Top,Match,1,3,27,16,w,0.783458553,0,TRIANGLE,PENTAGON,STAR,1,0,26,28,78,3,1,23,21,2
P1,P2,Top,Mismatch,1,4,28,3,o,0.916795729,0,TRIANGLE,PENTAGON,STAR,1,0,27,29,78,3,1,23,21,2
Stranger,P2,Bottom,Mismatch,1,5,29,23,o,1.00012041,0,TRIANGLE,PENTAGON,STAR,1,0,28,30,78,3,1,23,21,2
P1,P1,Top,Match,1,6,30,0,w,0.816808639,0,TRIANGLE,PENTAGON,STAR,1,0,29,31,78,3,1,23,21,2
Stranger,P2,Top,Mismatch,1,7,31,19,o,0.900131346,0,TRIANGLE,PENTAGON,STAR,1,0,30,32,78,3,1,23,21,2
P1,P1,Bottom,Match,1,8,32,5,w,0.833473022,0,TRIANGLE,PENTAGON,STAR,1,0,31,33,78,3,1,23,21,2
P2,P2,Bottom,Match,1,9,33,13,w,0.716832603,0,TRIANGLE,PENTAGON,STAR,1,0,32,34,78,3,1,23,21,2
P2,P2,Top,Match,1,10,34,9,w,0.850202941,0,TRIANGLE,PENTAGON,STAR,1,0,33,35,78,3,1,23,21,2
P1,P2,Bottom,Mismatch,1,11,35,7,o,0.850167015,0,TRIANGLE,PENTAGON,STAR,1,0,34,36,78,3,1,23,21,2
Stranger,Stranger,Top,Match,1,12,36,16,w,0.71707974,0,TRIANGLE,PENTAGON,STAR,1,0,35,37,78,3,1,23,21,2
P2,P2,Bottom,Match,1,13,37,12,w,0.666798394,0,TRIANGLE,PENTAGON,STAR,1,0,36,38,78,3,1,23,21,2
P2,P2,Top,Match,1,14,38,8,w,0.666866692,0,TRIANGLE,PENTAGON,STAR,1,0,37,39,78,3,1,23,21,2
Stranger,P1,Top,Mismatch,1,15,39,18,o,1.466798947,0,TRIANGLE,PENTAGON,STAR,1,0,38,40,78,3,1,23,21,2
P1,Stranger,Bottom,Mismatch,1,16,40,6,o,1.100151322,0,TRIANGLE,PENTAGON,STAR,1,0,39,41,78,3,1,23,21,2
P2,Stranger,Top,Mismatch,1,17,41,11,o,0.933485774,0,TRIANGLE,PENTAGON,STAR,1,0,40,42,78,3,1,23,21,2
Stranger,Stranger,Bottom,Match,1,18,42,21,w,0.58380494,0,TRIANGLE,PENTAGON,STAR,1,0,41,43,78,3,1,23,21,2
P1,Stranger,Top,Mismatch,1,19,43,2,o,1.000141729,0,TRIANGLE,PENTAGON,STAR,1,0,42,44,78,3,1,23,21,2
P2,P1,Bottom,Mismatch,1,20,44,14,o,0.733487116,0,TRIANGLE,PENTAGON,STAR,1,0,43,45,78,3,1,23,21,2
P2,P2,Bottom,Match,1,21,45,12,w,0.767099341,0,TRIANGLE,PENTAGON,STAR,1,0,44,46,78,3,1,23,21,2
Stranger,Stranger,Top,Match,1,22,46,16,w,1.01683888,0,TRIANGLE,PENTAGON,STAR,1,0,45,47,78,3,1,23,21,2
Stranger,Stranger,Bottom,Match,1,23,47,21,w,0.550169028,0,TRIANGLE,PENTAGON,STAR,1,0,46,48,78,3,1,23,21,2
P2,Stranger,Bottom,Mismatch,2,0,48,15,o,0.717034734,0,TRIANGLE,PENTAGON,STAR,1,0,47,49,78,3,1,23,21,2
P1,P2,Bottom,Mismatch,2,1,49,7,o,0.983470634,0,TRIANGLE,PENTAGON,STAR,1,0,48,50,78,3,1,23,21,2
Stranger,Stranger,Bottom,Match,2,2,50,20,w,1.116765173,0,TRIANGLE,PENTAGON,STAR,1,0,49,51,78,3,1,23,21,2
P1,Stranger,Bottom,Mismatch,2,3,51,6,o,0.733457902,0,TRIANGLE,PENTAGON,STAR,1,0,50,52,78,3,1,23,21,2
Stranger,Stranger,Bottom,Match,2,4,52,20,w,0.55012876,0,TRIANGLE,PENTAGON,STAR,1,0,51,53,78,3,1,23,21,2
P1,Stranger,Top,Mismatch,2,5,53,2,o,0.86680929,0,TRIANGLE,PENTAGON,STAR,1,0,52,54,78,3,1,23,21,2
P2,Stranger,Top,Mismatch,2,6,54,11,o,1.250170647,0,TRIANGLE,PENTAGON,STAR,1,0,53,55,78,3,1,23,21,2
P1,P1,Bottom,Match,2,7,55,4,w,0.583529773,0,TRIANGLE,PENTAGON,STAR,1,0,54,56,78,3,1,23,21,2
P1,P2,Bottom,Mismatch,2,8,56,7,o,0.800416659,0,TRIANGLE,PENTAGON,STAR,1,0,55,57,78,3,1,23,21,2
Stranger,Stranger,Top,Match,2,9,57,17,w,0.816882859,0,TRIANGLE,PENTAGON,STAR,1,0,56,58,78,3,1,23,21,2
Stranger,P1,Bottom,Mismatch,2,10,58,22,o,1.233470733,0,TRIANGLE,PENTAGON,STAR,1,0,57,59,78,3,1,23,21,2
P1,Stranger,Top,Mismatch,2,11,59,2,o,1.083458119,0,TRIANGLE,PENTAGON,STAR,1,0,58,60,78,3,1,23,21,2
P1,Stranger,Top,Mismatch,2,12,60,2,o,1.016779267,0,TRIANGLE,PENTAGON,STAR,1,0,59,61,78,3,1,23,21,2
P1,P1,Top,Match,2,13,61,1,w,0.967074706,0,TRIANGLE,PENTAGON,STAR,1,0,60,62,78,3,1,23,21,2
P2,Stranger,Bottom,Mismatch,2,14,62,15,o,0.766788248,0,TRIANGLE,PENTAGON,STAR,1,0,61,63,78,3,1,23,21,2
P1,P1,Top,Match,2,15,63,1,w,0.750072147,0,TRIANGLE,PENTAGON,STAR,1,0,62,64,78,3,1,23,21,2
P2,P1,Top,Mismatch,2,16,64,10,o,0.783497637,0,TRIANGLE,PENTAGON,STAR,1,0,63,65,78,3,1,23,21,2
P2,P2,Bottom,Match,2,17,65,13,w,0.700160323,0,TRIANGLE,PENTAGON,STAR,1,0,64,66,78,3,1,23,21,2
P1,P1,Top,Match,2,18,66,1,w,0.61684038,0,TRIANGLE,PENTAGON,STAR,1,0,65,67,78,3,1,23,21,2
Stranger,P1,Top,Mismatch,2,19,67,18,o,0.900128977,0,TRIANGLE,PENTAGON,STAR,1,0,66,68,78,3,1,23,21,2
Stranger,Stranger,Top,Match,2,20,68,17,w,0.883526575,0,TRIANGLE,PENTAGON,STAR,1,0,67,69,78,3,1,23,21,2
P2,P1,Bottom,Mismatch,2,21,69,14,o,0.766826543,0,TRIANGLE,PENTAGON,STAR,1,0,68,70,78,3,1,23,21,2
P2,Stranger,Top,Mismatch,2,22,70,11,w,0.683472647,0,TRIANGLE,PENTAGON,STAR,0,0,68,71,78,3,1,23,21,2
Stranger,Stranger,Bottom,Match,2,23,71,20,w,0.766809961,0,TRIANGLE,PENTAGON,STAR,1,0,69,72,78,3,1,23,21,2
P1,P2,Bottom,Mismatch,3,0,72,7,o,0.883489071,0,TRIANGLE,PENTAGON,STAR,1,0,70,73,78,3,1,23,21,2
P2,P1,Top,Mismatch,3,1,73,10,o,1.116823601,0,TRIANGLE,PENTAGON,STAR,1,0,71,74,78,3,1,23,21,2
Stranger,P2,Bottom,Mismatch,3,2,74,23,o,0.850543642,0,TRIANGLE,PENTAGON,STAR,1,0,72,75,78,3,1,23,21,2
P1,Stranger,Bottom,Mismatch,3,3,75,6,None,None,1,TRIANGLE,PENTAGON,STAR,3,0,72,76,78,3,1,23,21,2
Stranger,P1,Top,Mismatch,3,4,76,18,w,0.800142281,0,TRIANGLE,PENTAGON,STAR,0,0,72,77,78,3,1,23,21,2
Stranger,Stranger,Top,Match,3,5,77,17,w,0.983588675,0,TRIANGLE,PENTAGON,STAR,1,0,73,78,78,3,1,23,21,2
P1,P1,Bottom,Match,3,6,78,4,w,0.666892748,0,TRIANGLE,PENTAGON,STAR,1,0,74,79,78,3,1,23,21,2
P1,P1,Bottom,Match,3,7,79,4,w,0.600166521,0,TRIANGLE,PENTAGON,STAR,1,0,75,80,78,3,1,23,21,2
P2,P1,Bottom,Mismatch,3,8,80,14,o,0.733496986,0,TRIANGLE,PENTAGON,STAR,1,0,76,81,78,3,1,23,21,2
P2,P2,Top,Match,3,9,81,9,w,0.800182155,0,TRIANGLE,PENTAGON,STAR,1,0,77,82,78,3,1,23,21,2
P1,P2,Top,Mismatch,3,10,82,3,o,0.850162672,0,TRIANGLE,PENTAGON,STAR,1,0,78,83,78,3,1,23,21,2
P1,P1,Bottom,Match,3,11,83,4,w,0.750556157,0,TRIANGLE,PENTAGON,STAR,1,0,79,84,78,3,1,23,21,2
Stranger,P1,Bottom,Mismatch,3,12,84,22,o,0.86681008,0,TRIANGLE,PENTAGON,STAR,1,0,80,85,78,3,1,23,21,2
Stranger,P2,Bottom,Mismatch,3,13,85,23,o,0.966823621,0,TRIANGLE,PENTAGON,STAR,1,0,81,86,78,3,1,23,21,2
P2,P1,Top,Mismatch,3,14,86,10,o,0.900040939,0,TRIANGLE,PENTAGON,STAR,1,0,82,87,78,3,1,23,21,2
Stranger,Stranger,Bottom,Match,3,15,87,20,w,0.716844051,0,TRIANGLE,PENTAGON,STAR,1,0,83,88,78,3,1,23,21,2
P2,P1,Top,Mismatch,3,16,88,10,o,0.900128977,0,TRIANGLE,PENTAGON,STAR,1,0,84,89,78,3,1,23,21,2
P2,P2,Top,Match,3,17,89,8,w,1.216768055,1,TRIANGLE,PENTAGON,STAR,1,0,85,90,78,3,1,23,21,2
Stranger,Stranger,Bottom,Match,3,18,90,20,w,0.800192025,0,TRIANGLE,PENTAGON,STAR,1,0,86,91,78,3,1,23,21,2
Stranger,P1,Bottom,Mismatch,3,19,91,22,o,0.716849184,0,TRIANGLE,PENTAGON,STAR,1,0,87,92,78,3,1,23,21,2
P1,P1,Bottom,Match,3,20,92,4,w,0.56729176,0,TRIANGLE,PENTAGON,STAR,1,0,88,93,78,3,1,23,21,2
Stranger,P1,Top,Mismatch,3,21,93,18,o,1.066851375,0,TRIANGLE,PENTAGON,STAR,1,0,89,94,78,3,1,23,21,2
P2,P2,Bottom,Match,3,22,94,12,w,0.716808915,0,TRIANGLE,PENTAGON,STAR,1,0,90,95,78,3,1,23,21,2
Stranger,Stranger,Bottom,Match,3,23,95,21,w,0.800207816,0,TRIANGLE,PENTAGON,STAR,1,0,91,96,78,3,1,23,21,2
P2,Stranger,Bottom,Mismatch,4,0,96,15,o,0.833488024,0,TRIANGLE,PENTAGON,STAR,1,0,92,97,78,3,1,23,21,2
P2,Stranger,Bottom,Mismatch,4,1,97,15,o,1.183549039,0,TRIANGLE,PENTAGON,STAR,1,0,93,98,78,3,1,23,21,2
P1,P1,Top,Match,4,2,98,0,w,0.600160205,0,TRIANGLE,PENTAGON,STAR,1,0,94,99,78,3,1,23,21,2
Stranger,Stranger,Top,Match,4,3,99,17,w,0.866783629,0,TRIANGLE,PENTAGON,STAR,1,0,95,100,78,3,1,23,21,2
P2,P2,Top,Match,4,4,100,8,w,0.866851533,0,TRIANGLE,PENTAGON,STAR,1,0,96,101,78,3,1,23,21,2
P1,Stranger,Top,Mismatch,4,5,101,2,o,1.150137761,0,TRIANGLE,PENTAGON,STAR,1,0,97,102,78,3,1,23,21,2
Stranger,Stranger,Top,Match,4,6,102,16,w,0.617079226,0,TRIANGLE,PENTAGON,STAR,1,0,98,103,78,3,1,23,21,2
Stranger,Stranger,Top,Match,4,7,103,17,w,0.666850111,0,TRIANGLE,PENTAGON,STAR,1,0,99,104,78,3,1,23,21,2
P2,P1,Bottom,Mismatch,4,8,104,14,o,1.4501697,0,TRIANGLE,PENTAGON,STAR,1,0,100,105,78,3,1,23,21,2
P1,P2,Bottom,Mismatch,4,9,105,7,o,0.883537235,0,TRIANGLE,PENTAGON,STAR,1,0,101,106,78,3,1,23,21,2
Stranger,P1,Bottom,Mismatch,4,10,106,22,w,0.616814324,0,TRIANGLE,PENTAGON,STAR,0,0,101,107,78,3,1,23,21,2
P2,P2,Bottom,Match,4,11,107,13,w,0.783497243,0,TRIANGLE,PENTAGON,STAR,1,0,102,108,78,3,1,23,21,2
Stranger,P2,Top,Mismatch,4,12,108,19,o,1.01681914,0,TRIANGLE,PENTAGON,STAR,1,0,103,109,78,3,1,23,21,2
Stranger,P2,Top,Mismatch,4,13,109,19,o,0.716835761,0,TRIANGLE,PENTAGON,STAR,1,0,104,110,78,3,1,23,21,2
P1,P2,Top,Mismatch,4,14,110,3,o,0.900148717,0,TRIANGLE,PENTAGON,STAR,1,0,105,111,78,3,1,23,21,2
P1,P1,Top,Match,4,15,111,0,w,0.716823522,0,TRIANGLE,PENTAGON,STAR,1,0,106,112,78,3,1,23,21,2
P1,P2,Top,Mismatch,4,16,112,3,o,1.050121851,0,TRIANGLE,PENTAGON,STAR,1,0,107,113,78,3,1,23,21,2
P1,P1,Top,Match,4,17,113,1,w,0.733765047,0,TRIANGLE,PENTAGON,STAR,1,0,108,114,78,3,1,23,21,2
P1,Stranger,Bottom,Mismatch,4,18,114,6,o,0.916788228,0,TRIANGLE,PENTAGON,STAR,1,0,109,115,78,3,1,23,21,2
P2,P2,Top,Match,4,19,115,8,w,0.900155428,0,TRIANGLE,PENTAGON,STAR,1,0,110,116,78,3,1,23,21,2
P2,P2,Top,Match,4,20,116,9,w,0.633451072,0,TRIANGLE,PENTAGON,STAR,1,0,111,117,78,3,1,23,21,2
P1,P1,Top,Match,4,21,117,1,w,0.650147828,0,TRIANGLE,PENTAGON,STAR,1,0,112,118,78,3,1,23,21,2
P1,P1,Top,Match,4,22,118,0,w,0.550142183,0,TRIANGLE,PENTAGON,STAR,1,0,113,119,78,3,1,23,21,2
Stranger,P2,Bottom,Mismatch,4,23,119,23,o,0.816790084,0,TRIANGLE,PENTAGON,STAR,1,0,114,120,78,3,1,23,21,2
P2,P1,Bottom,Mismatch,0,0,0,14,o,1.283478885,0,TRIANGLE,PENTAGON,STAR,1,0,1,1,78,4,1,23,21,2
Stranger,Stranger,Bottom,Match,0,1,1,20,w,0.883454724,0,TRIANGLE,PENTAGON,STAR,1,0,2,2,78,4,1,23,21,2
P1,P1,Bottom,Match,0,2,2,5,w,0.75016058,0,TRIANGLE,PENTAGON,STAR,1,0,3,3,78,4,1,23,21,2
Stranger,P1,Bottom,Mismatch,0,3,3,22,o,0.850093979,0,TRIANGLE,PENTAGON,STAR,1,0,4,4,78,4,1,23,21,2
Stranger,Stranger,Top,Match,0,4,4,16,w,0.9501545,0,TRIANGLE,PENTAGON,STAR,1,0,5,5,78,4,1,23,21,2
P2,Stranger,Bottom,Mismatch,0,5,5,15,o,0.800385076,0,TRIANGLE,PENTAGON,STAR,1,0,6,6,78,4,1,23,21,2
Stranger,P2,Bottom,Mismatch,0,6,6,23,o,1.033471285,0,TRIANGLE,PENTAGON,STAR,1,0,7,7,78,4,1,23,21,2
Stranger,Stranger,Top,Match,0,7,7,16,w,0.600185076,0,TRIANGLE,PENTAGON,STAR,1,0,8,8,78,4,1,23,21,2
P1,Stranger,Top,Mismatch,0,8,8,2,o,0.966829148,0,TRIANGLE,PENTAGON,STAR,1,0,9,9,78,4,1,23,21,2
Stranger,Stranger,Bottom,Match,0,9,9,20,w,1.017089965,0,TRIANGLE,PENTAGON,STAR,1,0,10,10,78,4,1,23,21,2
P1,P1,Bottom,Match,0,10,10,4,w,0.617140418,0,TRIANGLE,PENTAGON,STAR,1,0,11,11,78,4,1,23,21,2
Stranger,P1,Top,Mismatch,0,11,11,18,o,0.750124654,0,TRIANGLE,PENTAGON,STAR,1,0,12,12,78,4,1,23,21,2
P1,P2,Bottom,Mismatch,0,12,12,7,o,1.167196143,0,TRIANGLE,PENTAGON,STAR,1,0,13,13,78,4,1,23,21,2
Stranger,Stranger,Top,Match,0,13,13,17,w,0.866808106,0,TRIANGLE,PENTAGON,STAR,1,0,14,14,78,4,1,23,21,2
P2,Stranger,Top,Mismatch,0,14,14,11,o,0.78351106,0,TRIANGLE,PENTAGON,STAR,1,0,15,15,78,4,1,23,21,2
Stranger,Stranger,Bottom,Match,0,15,15,20,w,1.283459935,1,TRIANGLE,PENTAGON,STAR,1,0,16,16,78,4,1,23,21,2
P1,Stranger,Bottom,Mismatch,0,16,16,6,o,0.91678507,0,TRIANGLE,PENTAGON,STAR,1,0,17,17,78,4,1,23,21,2
Stranger,P2,Top,Mismatch,0,17,17,19,o,0.733466193,0,TRIANGLE,PENTAGON,STAR,1,0,18,18,78,4,1,23,21,2
Stranger,P1,Top,Mismatch,0,18,18,18,o,1.283446512,0,TRIANGLE,PENTAGON,STAR,1,0,19,19,78,4,1,23,21,2
